     1 , 5203202.50
     2 , 5180587.00
     3 , 5254451.00
     4 , 5041336.50
     5 , 5068700.00
     6 , 4775886.00
     7 , 4631405.50
     8 , 4440382.00
     9 , 4314144.00
    10 , 4254156.50
    11 , 4003684.00
    12 , 3722006.00
    13 , 3503164.25
    14 , 3444995.25
    15 , 2892245.00
    16 , 2737418.50
    17 , 2469026.00
    18 , 2180680.75
    19 , 1849966.25
    20 , 1506462.75
    21 , 1283154.75
    22 ,  572608.44
    23 ,  740272.56
    24 ,  139539.62
    25 ,  -37356.56
    26 , -631113.25
    27 , -811618.50
    28 , -1025968.38
    29 , -1293420.38
    30 , -1748946.25
    31 , -1805477.75
    32 , -2262905.50
    33 , -2172666.75
    34 , -2663387.50
    35 , -3031099.00
    36 , -2957616.25
    37 , -3198536.50
    38 , -3469832.50
    39 , -3587258.75
    40 , -3747757.00
    41 , -3934569.75
    42 , -3971803.25
    43 , -4037627.25
    44 , -4034861.00
    45 , -4359238.00
    46 , -4231653.00
    47 , -4248124.00
    48 , -4154834.75
    49 , -4010430.00
    50 , -4152041.00
    51 , -4130481.25
    52 , -3859556.50
    53 , -3859395.25
    54 , -3689075.75
    55 , -3559080.50
    56 , -3520163.75
    57 , -3213722.75
    58 , -2993925.00
    59 , -2847064.50
    60 , -2559341.25
    61 , -2372629.50
    62 , -2021418.12
    63 , -1956747.88
    64 , -1516182.12
    65 , -1475062.25
    66 , -1057768.88
    67 , -894037.88
    68 , -589774.56
    69 , -466935.69
    70 , -175140.23
    71 ,  109706.59
    72 ,  373428.78
    73 ,  690646.38
    74 ,  998428.75
    75 , 1094395.75
    76 , 1573047.00
    77 , 1724273.50
    78 , 1925968.75
    79 , 1927249.75
    80 , 2228143.00
    81 , 2326931.00
    82 , 2535181.00
    83 , 2764493.25
    84 , 2682576.00
    85 , 2955579.75
    86 , 3020957.25
    87 , 3121636.75
    88 , 3038135.50
    89 , 3094655.00
    90 , 3233125.50
    91 , 3188334.75
    92 , 3108901.00
    93 , 2933991.25
    94 , 2960194.75
    95 , 2773740.00
    96 , 2865291.00
    97 , 2701090.75
    98 , 2491878.50
    99 , 2282899.00
   100 , 2426346.50
   101 , 2198752.75
   102 , 1858148.50
   103 , 1638002.50
   104 , 1230810.00
   105 , 1098889.62
   106 ,  905828.81
   107 ,  605550.56
   108 ,  471865.41
   109 ,   95176.95
   110 , -262504.31
   111 , -322360.25
   112 , -450422.72
   113 , -793315.19
   114 , -1201279.62
   115 , -1398776.12
   116 , -1760004.38
   117 , -1918716.88
   118 , -2134745.25
   119 , -2415994.75
   120 , -2465392.50
   121 , -2816712.50
   122 , -3074347.75
   123 , -3470042.50
   124 , -3433911.00
   125 , -3615206.50
   126 , -3740217.50
   127 , -3957379.00
   128 , -3983678.75
   129 , -4009629.75
   130 , -4200445.00
   131 , -4246720.50
   132 , -4074233.50
   133 , -4157544.75
   134 , -4335502.50
   135 , -4315364.00
   136 , -4172571.00
   137 , -3916382.75
   138 , -4024920.50
   139 , -3717979.50
   140 , -3644930.75
   141 , -3598171.50
   142 , -3379012.25
   143 , -3201006.75
   144 , -3218348.50
   145 , -2809680.50
   146 , -2501624.50
   147 , -2303316.25
   148 , -2250768.00
   149 , -1702500.00
   150 , -1631660.88
   151 , -1109732.88
   152 , -1092459.25
   153 , -694849.44
   154 , -244640.27
   155 ,  -61314.61
   156 ,  138671.94
   157 ,  606315.62
   158 ,  878227.31
   159 , 1094499.62
   160 , 1715620.38
   161 , 1868691.88
   162 , 2184409.00
   163 , 2356754.75
   164 , 2767147.25
   165 , 3129922.00
   166 , 3211249.00
   167 , 3535574.25
   168 , 3796287.00
   169 , 3818761.00
   170 , 4393561.50
   171 , 4401238.00
   172 , 4543759.00
   173 , 4581355.00
   174 , 4893894.00
   175 , 5043027.00
   176 , 4981887.50
   177 , 5182134.50
   178 , 5201146.50
   179 , 5221001.50
   180 , 5140118.00
   181 , 5209170.00
   182 , 5316669.00
   183 , 5118288.00
   184 , 4920486.00
   185 , 4919436.50
   186 , 4818165.00
   187 , 4861684.00
   188 , 4689018.50
   189 , 4323278.00
   190 , 4198514.00
   191 , 3960887.25
   192 , 3715713.00
   193 , 3576697.00
   194 , 3363070.50
   195 , 2989945.25
   196 , 2707889.50
   197 , 2610089.00
   198 , 2024680.62
   199 , 1815425.88
   200 , 1452092.75
   201 , 1157175.50
   202 , 1087238.62
   203 ,  570344.81
   204 ,  166068.97
   205 ,    7453.70
   206 , -324292.00
